主旨,開始日期,星期,開始時間,結束日期,結束時間,全天,提醒開啟關閉,提醒日期,提醒時間,會議召集人,出席者,列席者,會議資源,地點,私人,津貼,帳目資訊,敏感度,描述,優先順序,類別,顯示時間為,說明
[選修]整合醫學暨中醫學現代進展,2/21/2024,三,15:30,2/21/2024,16:20,FALSE,FALSE,3/1/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,2/21/2024,三,16:30,2/21/2024,17:20,FALSE,FALSE,3/1/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_26, Hand Surgery (II),黃意超",2/22/2024,四,8:00,2/22/2024,8:50,FALSE,FALSE,3/2/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃意超
"[Orthopedics]:Musc_lec_01, Pediatric orthopaedics: growth, development, injury,蘇宇平",2/22/2024,四,9:00,2/22/2024,9:50,FALSE,FALSE,3/2/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蘇宇平
"[Orthopedics]:Musc_lec_30, Orthopaedic trauma: principles of management,蘇宇平",2/22/2024,四,10:10,2/22/2024,11:00,FALSE,FALSE,3/2/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蘇宇平
"[Orthopedics]:Musc_lec_22, Orthopaedic trauma: lower extremities,蘇宇平",2/22/2024,四,11:10,2/22/2024,12:00,FALSE,FALSE,3/2/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蘇宇平
[選修]藥理學實驗,2/22/2024,四,13:20,2/22/2024,14:10,FALSE,FALSE,3/2/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/22/2024,四,14:20,2/22/2024,15:10,FALSE,FALSE,3/2/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/22/2024,四,15:30,2/22/2024,16:20,FALSE,FALSE,3/2/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/22/2024,四,16:30,2/22/2024,17:20,FALSE,FALSE,3/2/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_25, Orthopaedic trauma: upper extremities,江昭慶",2/23/2024,五,10:10,2/23/2024,11:00,FALSE,FALSE,3/3/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,江昭慶
"[Orthopedics]:Musc_lec_35, Spine (I),王世典",2/23/2024,五,11:10,2/23/2024,12:00,FALSE,FALSE,3/3/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王世典
"[Pharmacology]:Musc_lec_11, Histamine and antihistamines,王湘翠",2/23/2024,五,13:20,2/23/2024,14:10,FALSE,FALSE,3/3/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王湘翠
"[Pharmacology]:Musc_lec_10, Analgesic - Antipyretics and Antiinflammatory Agents,嚴錦城",2/23/2024,五,14:20,2/23/2024,15:10,FALSE,FALSE,3/3/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,嚴錦城
"[Orthopedics]:Musc_lec_36, Spine (II),周伯鑫",2/26/2024,一,9:00,2/26/2024,9:50,FALSE,FALSE,3/6/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,周伯鑫
"[Orthopedics]:Musc_lec_56, Spine(III),姚又誠",2/26/2024,一,10:10,2/26/2024,11:00,FALSE,FALSE,3/6/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,姚又誠
"[Radiotherapy]:Musc_lec_28, Radiotherapy for Sarcoma and bone tumor,賴姿妤",2/26/2024,一,11:10,2/26/2024,12:00,FALSE,FALSE,3/6/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,賴姿妤
PBL-ORTH01-I,2/26/2024,一,13:20,2/26/2024,14:10,FALSE,FALSE,3/6/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-ORTH01-I,2/26/2024,一,14:20,2/26/2024,15:10,FALSE,FALSE,3/6/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_55, Joint disease and adult reconstruction (I),陳正豐",2/27/2024,二,9:00,2/27/2024,9:50,FALSE,FALSE,3/7/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳正豐
"[Orthopedics]:Musc_lec_18, Sports Orthopaedics (I),馬筱笠",2/27/2024,二,10:10,2/27/2024,11:00,FALSE,FALSE,3/7/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,馬筱笠
"[Orthopedics]:Musc_lec_37, Joint disease and adult reconstruction (II),蔡尚聞",2/27/2024,二,11:10,2/27/2024,12:00,FALSE,FALSE,3/7/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡尚聞
"[Orthopedics]:Musc_lec_19, Sports Orthopaedics (II),蔣恩榮",2/27/2024,二,13:20,2/27/2024,14:10,FALSE,FALSE,3/7/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔣恩榮
"[Rehabilitation Medicine]:Musc_lec_24,  Rehabilitation of Tendon and Myofascial Disorders,王建智",2/27/2024,二,14:20,2/27/2024,15:10,FALSE,FALSE,3/7/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王建智
"[Imaging Diagnosis]:Musc_lec_27, Imaging Diagnosis of Musculoskeletal Diseases： Radiology（III）Bone Tumor,吳宏達",2/27/2024,二,15:30,2/27/2024,16:20,FALSE,FALSE,3/7/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳宏達
"[Orthopedics]:Musc_lec_06, Hand Surgery (I),王榮磻",2/27/2024,二,16:30,2/27/2024,17:20,FALSE,FALSE,3/7/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王榮磻
和平紀念日(放假一天),2/28/2024,三,8:00,2/28/2024,8:50,FALSE,FALSE,3/8/2006,上午 07:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,9:00,2/28/2024,9:50,FALSE,FALSE,3/8/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,10:10,2/28/2024,11:00,FALSE,FALSE,3/8/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,11:10,2/28/2024,12:00,FALSE,FALSE,3/8/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,13:20,2/28/2024,14:10,FALSE,FALSE,3/8/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,14:20,2/28/2024,15:10,FALSE,FALSE,3/8/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,15:30,2/28/2024,16:20,FALSE,FALSE,3/8/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
和平紀念日(放假一天),2/28/2024,三,16:30,2/28/2024,17:20,FALSE,FALSE,3/8/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_15, Computer-assisted orthopedic surgery,陳昭銘",2/29/2024,四,9:00,2/29/2024,9:50,FALSE,FALSE,3/9/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳昭銘
"[Rehabilitation Medicine]:Musc_lec_08, Rehabilitation principles  of orthopaedics,劉鼎浩",2/29/2024,四,10:10,2/29/2024,11:00,FALSE,FALSE,3/9/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,劉鼎浩
[選修]藥理學實驗,2/29/2024,四,13:20,2/29/2024,14:10,FALSE,FALSE,3/9/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/29/2024,四,14:20,2/29/2024,15:10,FALSE,FALSE,3/9/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/29/2024,四,15:30,2/29/2024,16:20,FALSE,FALSE,3/9/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,2/29/2024,四,16:30,2/29/2024,17:20,FALSE,FALSE,3/9/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_33, Musuloskeletal oncology (I),吳博貴",3/1/2024,五,9:00,3/1/2024,9:50,FALSE,FALSE,3/10/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳博貴
"[Orthopedics]:Musc_lec_39, Musuloskeletal oncology (II),吳博貴",3/1/2024,五,10:10,3/1/2024,11:00,FALSE,FALSE,3/10/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳博貴
"[Rehabilitation Medicine]:Musc_lec_07, Rehabilitation of ?bone and joint Diseases,孫淑芬",3/1/2024,五,11:10,3/1/2024,12:00,FALSE,FALSE,3/10/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,孫淑芬
PBL-ORTH01-II,3/1/2024,五,13:20,3/1/2024,14:10,FALSE,FALSE,3/10/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-ORTH01-II,3/1/2024,五,14:20,3/1/2024,15:10,FALSE,FALSE,3/10/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Allergy, Immunology, & Rheumatology]:AII_lec_05, Introduction to immune and rheumatic diseases,蔡長祐",3/4/2024,一,9:00,3/4/2024,9:50,FALSE,FALSE,3/13/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡長祐
"[Allergy, Immunology, & Rheumatology]:AII_lec_12, Immunosuppressants for autoimmune diseases,蔡長祐",3/4/2024,一,10:10,3/4/2024,11:00,FALSE,FALSE,3/13/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡長祐
PBL-ORTH01-III,3/4/2024,一,13:20,3/4/2024,14:10,FALSE,FALSE,3/13/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-ORTH01-III,3/4/2024,一,14:20,3/4/2024,15:10,FALSE,FALSE,3/13/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Allergy, Immunology, & Rheumatology]:AII_lec_61, How to manage rheumatic diseases,曹彥博",3/5/2024,二,9:00,3/5/2024,9:50,FALSE,FALSE,3/14/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,曹彥博
"[Allergy, Immunology, & Rheumatology]:AII_lec_52, SKILL-過敏免疫風濕系統臨床技巧,曹彥博",3/5/2024,二,10:10,3/5/2024,11:00,FALSE,FALSE,3/14/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,曹彥博
"[Orthopedics]:Musc_lec_40, PBL-ORTH01-Case Wrapup,張文杰",3/5/2024,二,11:10,3/5/2024,12:00,FALSE,FALSE,3/14/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張文杰
"[Allergy, Immunology, & Rheumatology]:AII_lec_26, Systemic sclerosis/mixed connective tissue disease,賴建志",3/5/2024,二,13:20,3/5/2024,14:10,FALSE,FALSE,3/14/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,賴建志
"[Allergy, Immunology, & Rheumatology]:AII_lec_21, Benign lymphoproliferative diseases and Behcet's disease,賴建志",3/5/2024,二,14:20,3/5/2024,15:10,FALSE,FALSE,3/14/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,賴建志
"[Rehabilitation Medicine]:Musc_lec_05, Rehabilitation for the post-surgical patients,程遠揚",3/5/2024,二,15:30,3/5/2024,16:20,FALSE,FALSE,3/14/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,程遠揚
"[Allergy, Immunology, & Rheumatology]:AII_lec_08, SLE,陳瑋昇",3/6/2024,三,10:10,3/6/2024,11:00,FALSE,FALSE,3/15/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳瑋昇
"[Allergy, Immunology, & Rheumatology]:AII_lec_01, Musculoskeletal ultrasonography for rheumatic Diseases,陳瑋昇",3/6/2024,三,11:10,3/6/2024,12:00,FALSE,FALSE,3/15/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳瑋昇
[選修]整合醫學暨中醫學現代進展,3/6/2024,三,15:30,3/6/2024,16:20,FALSE,FALSE,3/15/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,3/6/2024,三,16:30,3/6/2024,17:20,FALSE,FALSE,3/15/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Allergy, Immunology, & Rheumatology]:AII_lec_07, Drug allergy & allied diseases,陳怡行",3/7/2024,四,11:10,3/7/2024,12:00,FALSE,FALSE,3/16/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳怡行
基礎臨床技能訓練課程,3/7/2024,四,13:20,3/7/2024,14:10,FALSE,FALSE,3/16/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/7/2024,四,14:20,3/7/2024,15:10,FALSE,FALSE,3/16/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/7/2024,四,15:30,3/7/2024,16:20,FALSE,FALSE,3/16/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/7/2024,四,16:30,3/7/2024,17:20,FALSE,FALSE,3/16/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Orthopedics]:Musc_lec_46, 骨骼關節學區段考試,骨科部總醫師",3/8/2024,五,13:20,3/8/2024,14:10,FALSE,FALSE,3/17/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,骨科部總醫師
"[Orthopedics]:Musc_lec_47, 骨骼關節學區段考試,骨科部總醫師",3/8/2024,五,14:20,3/8/2024,15:10,FALSE,FALSE,3/17/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,骨科部總醫師
"[Allergy, Immunology, & Rheumatology]:AII_lec_02, Fibromyalgia, complex regional pain syndrome and traditional medicine for rheumatic diseases,龔彥穎",3/11/2024,一,11:10,3/11/2024,12:00,FALSE,FALSE,3/20/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,龔彥穎
PBL-AII01-I,3/11/2024,一,13:20,3/11/2024,14:10,FALSE,FALSE,3/20/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-AII01-I,3/11/2024,一,14:20,3/11/2024,15:10,FALSE,FALSE,3/20/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Rehabilitation Medicine]:AII_lec_60,  Rehabilitation of Low Back Pain and Neck Pain,高崇蘭",3/12/2024,二,9:00,3/12/2024,9:50,FALSE,FALSE,3/21/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,高崇蘭
"[Allergy, Immunology, & Rheumatology]:AII_lec_13, Laboratory diagnosis for rheumatic diseases,張德明",3/12/2024,二,10:10,3/12/2024,11:00,FALSE,FALSE,3/21/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張德明
"[Allergy, Immunology, & Rheumatology]:AII_lec_04, Rheumatoid arthritis,張德明",3/12/2024,二,11:10,3/12/2024,12:00,FALSE,FALSE,3/21/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,張德明
"[Pathology&Laboratory]:AII_lec_54, Neoplasia,王蕾琪",3/12/2024,二,13:20,3/12/2024,14:10,FALSE,FALSE,3/21/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王蕾琪
"[Pathology&Laboratory]:AII_lec_62, Neoplasia,王蕾琪",3/12/2024,二,14:20,3/12/2024,15:10,FALSE,FALSE,3/21/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王蕾琪
"[Allergy, Immunology, & Rheumatology]:AII_lec_23, Scientific basis of rheumatic diseases,廖顯宗",3/12/2024,二,15:30,3/12/2024,16:20,FALSE,FALSE,3/21/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,廖顯宗
"[Allergy, Immunology, & Rheumatology]:AII_lec_14, Seronegative spondyloarthropathies and allied diseases,廖顯宗",3/12/2024,二,16:30,3/12/2024,17:20,FALSE,FALSE,3/21/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,廖顯宗
"[Allergy, Immunology, & Rheumatology]:AII_lec_25, Sj?gren's syndrome and autoimmune interstitial lung diseases,陳明翰",3/13/2024,三,10:10,3/13/2024,11:00,FALSE,FALSE,3/22/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳明翰
"[Allergy, Immunology, & Rheumatology]:AII_lec_09, Polymyositis and dermatomyositis,陳明翰",3/13/2024,三,11:10,3/13/2024,12:00,FALSE,FALSE,3/22/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳明翰
[選修]整合醫學暨中醫學現代進展,3/13/2024,三,15:30,3/13/2024,16:20,FALSE,FALSE,3/22/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,3/13/2024,三,16:30,3/13/2024,17:20,FALSE,FALSE,3/22/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Introduction to Surgery]:AII_lec_57, Surgical Complications,黃國宏",3/14/2024,四,10:10,3/14/2024,11:00,FALSE,FALSE,3/23/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,黃國宏
"[Allergy, Immunology, & Rheumatology]:AII_lec_03, Vasculitis,謝祖怡",3/14/2024,四,11:10,3/14/2024,12:00,FALSE,FALSE,3/23/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,謝祖怡
[選修]藥理學實驗,3/14/2024,四,13:20,3/14/2024,14:10,FALSE,FALSE,3/23/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/14/2024,四,14:20,3/14/2024,15:10,FALSE,FALSE,3/23/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/14/2024,四,15:30,3/14/2024,16:20,FALSE,FALSE,3/23/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]藥理學實驗,3/14/2024,四,16:30,3/14/2024,17:20,FALSE,FALSE,3/23/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Imaging Diagnosis]:AII_lec_58, Image in rheumatic disease,吳慶蘭",3/15/2024,五,9:00,3/15/2024,9:50,FALSE,FALSE,3/24/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,吳慶蘭
"[Allergy, Immunology, & Rheumatology]:AII_lec_10, IgG4-related disease,蔡弘正",3/15/2024,五,10:10,3/15/2024,11:00,FALSE,FALSE,3/24/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡弘正
"[Allergy, Immunology, & Rheumatology]:AII_lec_16, Osteoarthritis & Osteoporosis,蔡弘正",3/15/2024,五,11:10,3/15/2024,12:00,FALSE,FALSE,3/24/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡弘正
PBL-AII01-II,3/15/2024,五,13:20,3/15/2024,14:10,FALSE,FALSE,3/24/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-AII01-II,3/15/2024,五,14:20,3/15/2024,15:10,FALSE,FALSE,3/24/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Introduction to Surgery]:AII_lec_27, 器官移植概論(1),林釀呈",3/18/2024,一,10:10,3/18/2024,11:00,FALSE,FALSE,3/27/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林釀呈
"[Allergy, Immunology, & Rheumatology]:AII_lec_11, Gout and other crystalline induced arthritis,陳信華",3/18/2024,一,11:10,3/18/2024,12:00,FALSE,FALSE,3/27/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳信華
PBL-AII01-III,3/18/2024,一,13:20,3/18/2024,14:10,FALSE,FALSE,3/27/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-AII01-III,3/18/2024,一,14:20,3/18/2024,15:10,FALSE,FALSE,3/27/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Allergy, Immunology, & Rheumatology]:AII_lec_29, Infectious arthritis and infectious diseases in autoimmune patients,孫易暄",3/19/2024,二,9:00,3/19/2024,9:50,FALSE,FALSE,3/28/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,孫易暄
"[Pharmacology]:AII_lec_19, Immunopharmacology (1),陳斯婷",3/19/2024,二,10:10,3/19/2024,11:00,FALSE,FALSE,3/28/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳斯婷
"[Pharmacology]:AII_lec_20, Immunopharmacology (2),陳斯婷",3/19/2024,二,11:10,3/19/2024,12:00,FALSE,FALSE,3/28/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳斯婷
"[Pathology&Laboratory]:AII_lec_55, Acute and chronic inflammation:tissue repair,許志怡",3/19/2024,二,13:20,3/19/2024,14:10,FALSE,FALSE,3/28/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許志怡
"[Pathology&Laboratory]:AII_lec_56, Acute and chronic inflammation:tissue repair,許志怡",3/19/2024,二,14:20,3/19/2024,15:10,FALSE,FALSE,3/28/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,許志怡
"[Allergy, Immunology, & Rheumatology]:AII_lec_44, PBL-AIR01-Case Wrapup,蔡弘正",3/20/2024,三,9:00,3/20/2024,9:50,FALSE,FALSE,3/29/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,蔡弘正
"[Introduction to Surgery]:AII_lec_45, 器官移植概論(2),陳正彥",3/20/2024,三,10:10,3/20/2024,11:00,FALSE,FALSE,3/29/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳正彥
"[Introduction to Surgery]:AII_lec_68, Trauma,王鑑瀛",3/20/2024,三,11:10,3/20/2024,12:00,FALSE,FALSE,3/29/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,王鑑瀛
[選修]整合醫學暨中醫學現代進展,3/20/2024,三,15:30,3/20/2024,16:20,FALSE,FALSE,3/29/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
[選修]整合醫學暨中醫學現代進展,3/20/2024,三,16:30,3/20/2024,17:20,FALSE,FALSE,3/29/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/21/2024,四,13:20,3/21/2024,14:10,FALSE,FALSE,3/30/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/21/2024,四,14:20,3/21/2024,15:10,FALSE,FALSE,3/30/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/21/2024,四,15:30,3/21/2024,16:20,FALSE,FALSE,3/30/2006,下午 03:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
基礎臨床技能訓練課程,3/21/2024,四,16:30,3/21/2024,17:20,FALSE,FALSE,3/30/2006,下午 04:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Allergy, Immunology, & Rheumatology]:AII_lec_50, 免疫病學區段考試,AIR總醫師",3/22/2024,五,13:20,3/22/2024,14:10,FALSE,FALSE,3/31/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,AIR總醫師
"[Allergy, Immunology, & Rheumatology]:AII_lec_50, 免疫病學區段考試,AIR總醫師",3/22/2024,五,14:20,3/22/2024,15:10,FALSE,FALSE,3/31/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,AIR總醫師
"[Infectious Diseases]:AII_lec_37, Bone & joint infection,巫炳峰",3/25/2024,一,10:10,3/25/2024,11:00,FALSE,FALSE,4/3/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,巫炳峰
"[Infectious Diseases]:AII_lec_42, Urinay tract infection,李欣蓉",3/25/2024,一,11:10,3/25/2024,12:00,FALSE,FALSE,4/3/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,李欣蓉
PBL-INF01-I,3/25/2024,一,13:20,3/25/2024,14:10,FALSE,FALSE,4/3/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
PBL-INF01-I,3/25/2024,一,14:20,3/25/2024,15:10,FALSE,FALSE,4/3/2006,下午 02:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,
"[Infectious Diseases]:AII_lec_32, Respiratory tract infection and COVID-19,陳昕白",3/26/2024,二,9:00,3/26/2024,9:50,FALSE,FALSE,4/4/2006,上午 08:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,陳昕白
"[Infectious Diseases]:AII_lec_40, COVID-19 treatment and vaccine,林邑璁",3/26/2024,二,10:10,3/26/2024,11:00,FALSE,FALSE,4/4/2006,上午 09:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林邑璁
"[Infectious Diseases]:AII_lec_17, Fever of unknown origin,林邑璁",3/26/2024,二,11:10,3/26/2024,12:00,FALSE,FALSE,4/4/2006,上午 10:55:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林邑璁
"[Pathology&Laboratory]:FERGU_lec_63, The female genital tract and breast(1),林士堯",3/26/2024,二,13:20,3/26/2024,14:10,FALSE,FALSE,4/4/2006,下午 01:15:00,,,,,,FALSE,,,普通,,普通,93學年醫三課程,2,林士堯
